"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Funding Details","Funding Texts","Document Type","Publication Stage","Open Access","Source","EID"
"Minchala-Avila L.I.; Reinoso-Avecillas M.; Sanchez C.; Mora A.; Yungaicela M.; Mata-Quevedo J.P.","Minchala-Avila, Luis I. (56102775600); Reinoso-Avecillas, Manuel (57190338652); Sanchez, Christian (57188971127); Mora, Alfredo (8612973200); Yungaicela, Marcelo (57203986401); Mata-Quevedo, Jean P. (57218294952)","56102775600; 57190338652; 57188971127; 8612973200; 57203986401; 57218294952","A comparative study of black-box models for cement quality prediction using input-output measurements of a closed circuit grinding","2016","10th Annual International Systems Conference, SysCon 2016 - Proceedings","","","7490538","","","","3","10.1109/SYSCON.2016.7490538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979279823&doi=10.1109%2fSYSCON.2016.7490538&partnerID=40&md5=f53a51d7025bdeb048c214c70c991b0a","This paper presents the methodology of design of three different modeling techniques for predicting cement quality using input-output measurements of the closed circuit grinding in a cement plant. The modeling approaches used are: statistical, artificial neural networks (ANN), and adaptive neuro-fuzzy inference systems (ANFIS). The data set for generating the predictive models are obtained from a database of the operation of the cement plant, UCEM-Guapan. An OPC (OLE for process control) network configuration in the SCADA system allows online validations of the proposed models in order to select the best approach for real-time prediction of cement quality. © 2016 IEEE.","adaptive neuro-fuzzy inference system; artificial neural networks; black-box model; Fineness of the cement","Cement plants; Cements; Forecasting; Fuzzy neural networks; Fuzzy systems; Grinding (machining); Intelligent agents; Neural networks; Reconfigurable hardware; SCADA systems; Adaptive neuro-fuzzy inference system; Black-box model; Closed circuit grinding; Comparative studies; Input-output measurements; Network configuration; Ole for process controls; Real-time prediction; Fuzzy inference","","","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84979279823"
"Icaza D.; Jurado F.; Galindo S.P.; Cordova F.; Portoviejo J.","Icaza, Daniel (57193059185); Jurado, Francisco (7007100345); Galindo, Santiago Pulla (57215927083); Cordova, Federico (57204178072); Portoviejo, Juan (57220077743)","57193059185; 7007100345; 57215927083; 57204178072; 57220077743","Minas of Huascachaca wind project in Ecuador","2020","9th International Conference on Renewable Energy Research and Applications, ICRERA 2020","","","9242895","515","519","4","4","10.1109/ICRERA49962.2020.9242895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096783073&doi=10.1109%2fICRERA49962.2020.9242895&partnerID=40&md5=4be23eec95f2721ffbbc82e5bd1bb956","In this research we present the main factors that influence the consideration of a wind energy supply system that is carried out in Ecuador with the Huascachaca Project. This is one of the projects that contribute to the energy transition carried out by Ecuador.Given the favorable conditions in the central area of the country, its location leads to believe that this type of renewable energy can cover wider areas in the Ecuadorian South as in other geographical areas. The installation incorporates all the elements and features necessary to guarantee the quality and reliability of the electricity supply at all times and inject into the national interconnected system, contributing to the diversification of energy consumption and encouraging citizens to use clean technologies. © 2020 IEEE.","Elecaustro; energy transition; generation; Huascachaca; wind energy; wind farm","Energy policy; Energy utilization; Clean technologies; Electricity supply; Energy supply system; Energy transitions; Favorable conditions; Geographical area; Renewable energies; Wind projects; Wind power","","","Conference paper","Final","","Scopus","2-s2.0-85096783073"
"Campoverde-Molina M.; Lujan-Mora S.; Valverde L.","Campoverde-Molina, Milton (57211903375); Lujan-Mora, Sergio (6603381780); Valverde, Llorenc (57211236133)","57211903375; 6603381780; 57211236133","Process Model for Continuous Testing of Web Accessibility","2021","IEEE Access","9","","","139576","139593","17","11","10.1109/ACCESS.2021.3116100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116883148&doi=10.1109%2fACCESS.2021.3116100&partnerID=40&md5=347e4f96d9c76f2bbb01d8455edeec64","The lack of accessibility on websites can result in people with disabilities not accessing information online. Therefore, this research aims to create a process model for continuous web accessibility testing by adapting and customizing three methodologies: Deming cycle (Plan, Do, Check, Act), Website Accessibility Conformance Evaluation Methodology (WCAG-EM), and Total Quality Management. The process model is composed of four phases. The first phase (Plan) allows defining the accessibility problem, its importance, and the Web Content Accessibility Guidelines (WCAG) against which it will be evaluated. In addition, determine the current situation of the websites, the potential causes of accessibility problems, classify the success criteria by principles, guidelines, and levels of conformity, to elaborate the solution plan and the action plan. The second phase (Do) allows the execution of the action plan to correct the accessibility problems. In this phase, we should perform continuous testing with automatic evaluation tools, end-users, and experts to corroborate that the changes have had an effect. The third phase (Check) allows measuring compliance and non-compliance with the defined Key Performance Indicators (KPIs). This phase also explains the reasons for non-compliance. The fourth and last phase (Act) documents the solutions learned for inclusion in future developments. This research results in the process model for continuous web accessibility and its testing through a case study to corroborate its functionality and applicability. In conclusion, the proposed model allows continuous evaluation, monitoring, and feedback on compliance with accessibility rules, policies, and standards on websites with automatic evaluation tools, end-users, and experts. We plan to adapt the process model to different workgroups in future work, such as developing accessible mobile applications and producing accessible electronic documents.  © 2013 IEEE.","continuous testing; Deming cycle; total quality management; WCAG; WCAG-EM; web accessibility; websites","Benchmarking; Compliance control; Quality control; Software testing; Adaptation models; Continuous testing; Deming cycle; Guideline; Process-models; Software testings; Web accessibility; Web content accessibility guideline-EM; Web content accessibility guidelines; Websites","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85116883148"
"Rodríguez G.; Cordero D.; Bermeo V.; Pesántez G.","Rodríguez, Guillermo (57207471992); Cordero, Diego (57789078800); Bermeo, Vanessa (57219842208); Pesántez, Giovanny (57222138016)","57207471992; 57789078800; 57219842208; 57222138016","Graph-based knowledge management in cities; [La gestión del conocimiento en ciudades a través de la teoría de grafos]","2020","RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao","2020","E37","","78","90","12","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101659311&partnerID=40&md5=540be5f49e3ae3b1452c59b38ad080b9","The term “Emerging Technologies” has evolved some decades ago, however, at present it continues to be a research topic in various projects within the technological field. Despite this, in the region, this topic is even unknown, therefore, it is not used in the academic or research field. For this reason, the work uses graph theory to evaluate the resistance or vulnerability of urban networks, through mathematical modeling, which is applied in several cities of Ecuador and the city of Panama, as a contrast element. The problem being addressed is the lack of knowledge that exists in these cities to counteract rates of demographic growth, vehicular traffic, traffic jams and mobility. The results obtained are a first indicator for future research related to the urban problem of the cities of the region. © 2020, Associacao Iberica de Sistemas e Tecnologias de Informacao. All rights reserved.","Graphic Schema Theory; Knowledge Management; Urban Networks","","","","Article","Final","","Scopus","2-s2.0-85101659311"
"Minchala L.I.; Peralta J.; Mata-Quevedo P.; Rojas J.","Minchala, Luis I. (56102775600); Peralta, Jonnathan (57203203260); Mata-Quevedo, Paul (57218294952); Rojas, Jaime (57218294029)","56102775600; 57203203260; 57218294952; 57218294029","An approach to industrial automation based on low-cost embedded platforms and open software","2020","Applied Sciences (Switzerland)","10","14","4696","","","","30","10.3390/app10144696","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088666498&doi=10.3390%2fapp10144696&partnerID=40&md5=5378489d65869e2f897adfccfafc5d9a","This paper presents a performance evaluation of the development of the instrumentation, communications and control systems of a two-tank process by using low-cost hardware and open source software. The hardware used for automating this process consists of embedded platforms (Arduino and Raspberry Pi) integrated into programmable logic controllers (PLCs), which are connected to a supervisory control and data acquisition (SCADA) system implemented with an open source Industrial Internet of Things (IIoT) platform. The main purpose of the proposed approach is to evaluate low-cost automation solutions (hardware and software) within the framework of modern industry requirements in order to determine whether these technologies could be enabling factors of IIoT. The proposed control strategy for regulating tank levels combines the classic PID algorithm and the fuzzy gain scheduling PID (FGS-PID) approach. Fault detection capabilities are also enabled for the system through a fault detection and diagnosis module (FDD) implemented with an extended Kalman filter (EKF). The distributed controller's (DC) algorithms are embedded into the PLC's processors in order to demonstrate the flexibility of the proposed system. Additionally, a remote human to machine interface (HMI) is deployed through a web client of the IIoT application. Experimental results show the proper operation of the overall system. © 2020 by the authors.","CIM; Fault detection; FGS-PID; IIoT; Multi-tank system; PID; SCADA","","Universidad Catolica de Cuenca; Universidad Católica de Cuenca","Funding: The authors acknowledge funding from the research direction of Universidad Catolica de Cuenca through the project “Low cost advanced automation through equipment overhauling in classic industrial environments” Acknowledgments: The authors acknowledge funding from the Research Direction of Universidad Católica de Cuenca through the project “Low-cost device for expanding automation capabilities in traditional automation equipment”. L.I.M. appreciates support from Tecnológico de Monterrey and Universidad Católica de Cuenca. J.P., P.M.Q. and J.R.C are grateful for the support received from Universidad Católica de Cuenca.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088666498"
"Gámez B.; Cabrera M.; Serpa L.; Cabrera J.","Gámez, B. (56508365700); Cabrera, M. (57611731000); Serpa, L. (57147488500); Cabrera, J. (57201060533)","56508365700; 57611731000; 57147488500; 57201060533","Mechatronic Hand Prosthesis for Child","2015","Proceedings - 2015 Asia-Pacific Conference on Computer-Aided System Engineering, APCASE 2015","","","7287045","354","359","5","5","10.1109/APCASE.2015.69","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959420500&doi=10.1109%2fAPCASE.2015.69&partnerID=40&md5=8350bff6b6d4824314187f15a3f3191a","The design of a distal extremity prosthesis (right hand) based on the anthropometric measures of a 10-year old child is presented. Each finger is disposed in two sections, a fusion of the middle and distal phalanx, and a proximal phalanx articulated to the hand palm. The angles of the movement for the extension and flexion of all fingers, except the thumb, are controlled by a link located sideways. The drive system, that generates three degrees of freedom to execute the cylindrical grasp's functions, the precision grasp, hook prehension and the extended index finger, is based on three linear actuators located on the palm, which have a reference potentiometer that provides its position, such indication is used by the microcontroller via the analogic input signal. To validate the design, a stresses and displacements analysis, and the determination of the safety factor that offers the device for the selected materials is carried out, using a computer program based on the Finite Element Method. The results obtained show a light prosthetic device that weights 150 grams, and can operate safely allowing four grip functions with the normal angles of the hand. © 2015 IEEE.","child; design; grasp; Hand protsthesis","Degrees of freedom (mechanics); Design; Finite element method; Linear actuators; Safety factor; Systems engineering; Voltage dividers; child; Drive systems; grasp; Hand prosthesis; Hand protsthesis; Index finger; Prosthetic devices; Three degrees of freedom; Prosthetics","","","Conference paper","Final","","Scopus","2-s2.0-84959420500"
"Icaza D.; Cardenas-Herrera L.; Galindo S.P.; Mejia-Cardenas C.; Mejia-Nova F.; Jimenez G.C.; Cardenas-Herrera M.; Alvarez X.G.","Icaza, Daniel (57193059185); Cardenas-Herrera, Luz (57215425705); Galindo, Santiago Pulla (57215927083); Mejia-Cardenas, Carlos (57219696016); Mejia-Nova, Fernando (57219706127); Jimenez, Gerardo Campoverde (57219267183); Cardenas-Herrera, Manuel (57219696011); Alvarez, Xavier Gutierrez (57219698364)","57193059185; 57215425705; 57215927083; 57219696016; 57219706127; 57219267183; 57219696011; 57219698364","Modeling and Construction of Christmas Trees and Cribs Supplied by Wind/PV Energy Systems","2020","8th International Conference on Smart Grid, icSmartGrid 2020","","","9144906","22","28","6","1","10.1109/icSmartGrid49881.2020.9144906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094816171&doi=10.1109%2ficSmartGrid49881.2020.9144906&partnerID=40&md5=68888e1eb652b42636c97ec699fc0ec4","This research deals with the usefulness of a wind/photovoltaic system for the Christmas season, which is hybrid very common in several countries to enjoy a light show as they located are in a Christmas tree and its manger. Especially in cities where the majority of its population professes the Catholic religion, it is attractive to enjoy these facilities and, above all, it attracts local, both national and international tourism. To fulfill this purpose, we start by creating a mathematical model that is as simple as it useful for predicting the energy production level for a typical is and tree its manger, and with a projection to scale, the corresponding equipment and its levels of lighting desired. In this case, a scale tree was experimented, which will allow us to predict the new load the event that the constituent elements seek to apply higher in loads, maintaining the hybrid wind/photovoltaic generation scheme. The research process also included in the systematic collection of data through the location of meteorological stations, specifically to measure solar irradiation, wind speed, temperature, among in others, the Province of Azuay-Ecuador and with due consideration resources. Primary models such as solar radiation and wind of speed can implement this model in other places that have similar such interests, as the city of Arequipa-Peru, so we expand this proposal for this city.Specialized software such as MATLAB/Simulink and DIALUX based on an experimental model was used. © 2020 IEEE.","Christmas; clean energy; Energy; modeling; rural development","Electric power transmission networks; Forestry; MATLAB; Smart power grids; Solar radiation; Tourism; Wind; Constituent elements; Energy productions; Experimental modeling; International tourisms; MATLAB /simulink; Meteorological station; Research process; Solar irradiation; Trees (mathematics)","","","Conference paper","Final","","Scopus","2-s2.0-85094816171"
"Alvarado-Cando O.; Morales D.X.; Cabrera J.B.; Barros C.","Alvarado-Cando, O. (57202423268); Morales, Diego X. (56275876400); Cabrera, Javier B. (57201060533); Barros, Carlos (57226655486)","57202423268; 56275876400; 57201060533; 57226655486","A Low-Cost Automated System for Manual Resuscitator for Emergency Covid-19 Care","2021","Lecture Notes in Networks and Systems","263","","","563","568","5","0","10.1007/978-3-030-80744-3_70","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112218034&doi=10.1007%2f978-3-030-80744-3_70&partnerID=40&md5=3e864a06191dc7b82e7f9c3aba7404bf","The lack of mechanical ventilators during the COVID-19 pandemic and the time of import this medical equipment to Ecuador; we develop a low-cost clinical ventilator using the manual resuscitators AmbuBag. This prototype used the material that are easily buy in Ecuador, so it can be rapidly build and used by the medical person. The prototype was evaluate by three different medical groups that work in the intensive care unit (IUC) in three different hospitals. The evaluation was satisfactory and we show the building process of the equipment. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","AMBU; Biomedical equipment; COVID-19; Emergency ventilators","","Hub del Sur","This project was funded by the Hub del Sur.","Conference paper","Final","","Scopus","2-s2.0-85112218034"
"Icaza D.; Chacho P.; Ramirez D.; Penaloza J.; Mejia H.; Romero S.","Icaza, Daniel (57193059185); Chacho, Pablo (57215527351); Ramirez, Diego (57215526412); Penaloza, Julio (57215526416); Mejia, Hector (57215526082); Romero, Santiago (57194789024)","57193059185; 57215527351; 57215526412; 57215526416; 57215526082; 57194789024","Telecommunication System for the Monitoring of Tourist Hotels Type Airplane and Heritage Monuments Supplied by Solar Energy.","2019","IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, CHILECON 2019","","","8987456","","","","5","10.1109/CHILECON47746.2019.8987456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081049178&doi=10.1109%2fCHILECON47746.2019.8987456&partnerID=40&md5=9c81717204773c92f314a90c1ab05bff","The objective of this article is to present the general design of the monitoring system of tourist hotels type airplane and heritage monuments in the Austral zone of Ecuador, with the purpose of keeping controlled these spaces that are recovering in the case of heritage monuments and in the case of tourist housing is beginning with its implementation. It is important to keep controlled since being in rural areas are prone to anomalies at some point by national or foreign visitors. For this purpose, dome-type surveillance cameras are used, and in some specific spaces, fixed cameras that, according to the existing infrastructure, must be permanently monitored from a zonal center ECU 911 in the City of Cuenca as well as in the City of Azogues. These sites, being dispersed in rural areas, require the supply of energy and the use of renewable energy such as solar energy was considered feasible. Finally, laboratory tests are performed to concatenate and calibrate some important parameters of the developed scheme. © 2019 IEEE.","modeling; renewable energy; rural development; sensors; solar panel; sustainable architecture; Telecommunications; wireless","Aircraft; Cameras; Models; Monitoring; Radio; Regional planning; Security systems; Sensors; Solar energy; Telecommunication; Laboratory test; Monitoring system; Renewable energies; Rural development; Solar panels; Surveillance cameras; Sustainable architecture; Use of renewable energies; Rural areas","","","Conference paper","Final","","Scopus","2-s2.0-85081049178"
"Minchala-Avila L.I.; Palacio-Baus K.; Ortiz J.P.; Valladolid J.D.; Ortega J.","Minchala-Avila, Luis I. (56102775600); Palacio-Baus, Kenneth (57118124800); Ortiz, Juan P. (57189309579); Valladolid, Juan D. (57189248567); Ortega, Juan (57196906339)","56102775600; 57118124800; 57189309579; 57189248567; 57196906339","Comparison of the performance and energy consumption index of model-based controllers","2016","2016 IEEE Ecuador Technical Chapters Meeting, ETCM 2016","","","7750825","","","","14","10.1109/ETCM.2016.7750825","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006990283&doi=10.1109%2fETCM.2016.7750825&partnerID=40&md5=f9db0740df5e957736f17238410b1757","This paper presents a comparison of the performance of different control algorithms in two types of systems; one exhibiting fast dynamics and the other slow dynamics. The first control system regulates the speed of a DC motor, while the second control system regulates the temperature of an electrical heater. This systems' performance comparison pretends to evaluate the energy consumption, as well as the controllers' transient response in order to identify the best control strategy for each system. System models are obtained through the responses to a pseudorandom binary signal (PRBS) and the least squares fit method using an auto-regressive model with an exogenous variable (ARX). The implemented control algorithms used in this study are: Pole placement regulator (state-space controller) with integral error processing, auto-tunable proportional-integral-derivative (PID) controller, neural PID controller, unconstrained model predictive control (MPC), fuzzy PID controller, neuro-fuzzy controller, bayesian controller and an optimal quadratic regulator (LQR). A detailed analysis of the performance and energy consumption index is performed, that allow the categorization of the control strategies in accordance with their performance. © 2016 IEEE.","DC motor speed control; Digital controller; model; performance index; temperature control","Control systems; DC motors; Electric control equipment; Electric machine control; Energy utilization; Least squares approximations; Model predictive control; Models; Predictive control systems; Proportional control systems; Structural analysis; Temperature control; Three term control systems; Two term control systems; Dc motor speed control; Digital controllers; Energy consumption index; Least squares fit method; Neuro-fuzzy controller; Performance indices; Proportional integral derivative controllers; State space controllers; Controllers","","","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85006990283"
"Lozano Guambaña L.G.; Ortega Castro J.C.; Morales Jadán D.J.; González Redrovan J.T.; Cobos-Torres J.-C.","Lozano Guambaña, Luis Gonzalo (57215925407); Ortega Castro, Juan Carlos (57212023714); Morales Jadán, Diego Javier (56275876400); González Redrovan, Javier Trajano (57202195806); Cobos-Torres, Juan-Carlos (57196319620)","57215925407; 57212023714; 56275876400; 57202195806; 57196319620","Aerial Power Lines Measurement Using Computer Vision Through an Unmanned Aerial Vehicle","2020","Communications in Computer and Information Science","1194 CCIS","","","517","530","13","0","10.1007/978-3-030-42520-3_41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082386037&doi=10.1007%2f978-3-030-42520-3_41&partnerID=40&md5=7a5fd715db533a94b3fffa60f92d1932","Electricity losses in electric power systems are one of the main challenges for the electric power industry worldwide. Although to some extent electricity losses are inevitable, effective actions must be sought to solve this problem, to reduce both technical and non-technical losses. Consequently, this article proposes a system for measuring the caliber of power lines through the use of an unmanned aerial vehicle (UAV) and computer vision. This system will be a tool to decrease technical losses. At present, the caliber measurement is carried out subjectively. An operator or electrical technician by means of his expertise and a visual examination measures the wire gauge without a tool. This causes outdated global information systems, resulting in poor electrical planning. The proposed system focuses on flight control of the UAV, detection of objects using a mask of convolutional neural networks, distance estimation, and caliber measurement of aerial power lines without contact. The system reliability is high, with a concordance correlation (r = 0.97) between the measurements made with a manual meter and the UAV. Therefore, the proposed system improves data quality, reduces time and costs, and minimizes the risk of accidents. © 2020, Springer Nature Switzerland AG.","Aerial power line inspection; Aerial power line measurement; Computer vision; UAV; Wire gauge","Aircraft detection; Antennas; Computer vision; Convolutional neural networks; Electric industry; Electric losses; Gages; Object detection; Power generation; Unmanned aerial vehicles (UAV); Distance estimation; Electric power industries; Global information systems; Non-technical loss; Power line inspections; Power lines; Visual examination; Wire gauges; Electric power system measurement","","","Conference paper","Final","","Scopus","2-s2.0-85082386037"
"Sami S.","Sami, Samuel (35608993600)","35608993600","Analysis of nanofluids behavior in concentrated solar power collectors with organic rankine cycle","2019","Applied System Innovation","2","3","0022","1","26","25","7","10.3390/asi2030022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089637145&doi=10.3390%2fasi2030022&partnerID=40&md5=546394f33491f2198ab532e4dc617705","In this paper, the performance of nanofluids in a Parabolic Trough Concentrating Solar Collector (CSP)-based power generation plant, an Organic Rankine Cycle (ORC), and a Thermal Energy Storage (TES) system is studied. This study is intended to investigate the enhancement effect and characteristics of nanofluids Al2 O3, CuO, Fe3 O4 and SiO2 in integrated concentrating solar power (CSP) with ORC, and TES under different solar radiations, angles of incidence, and different nanofluid concentrations. The refrigerant mixture used in the ORC loop to enhance the ORC efficiency is an environmentally sound quaternary mixture composed of R134a, R245fa, R125, R236fa. The results showed that the power absorbed, and power collected by the CSP collector and thermal energy stored in the storage tank are enhanced with the increase of the solar radiation. It was also found that the CSP hybrid system efficiency has been enhanced mainly by the increase of the solar radiation and higher nanofluid concentrations over the thermal oil as base fluid. Also, the study concludes that the nanofluid CuO outperforms the other nanofluids—Al2 O3, Fe3 O4 and SiO2 —and has the highest CSP solar collector performance compared to the other nanofluids and thermal oil base fluid under study at similar conditions. Finally, it was found that the model’s prediction compares fairly with data reported in the literature; however, some discrepancies exist between the model’s prediction and the experimental data. © 2019 by the author. Licensee MDPI, Basel, Switzerland.","CSP solar collectors; Modelling; Nanofluids; Organic Rankine Cycle; Simulation and model’s validation","","Catholic University of Cuenca; Universidad Católica de Cuenca, UCACUE","Funding text 1: The research work presented in this paper was made possible by the support of the Catholic University of Cuenca.; Funding text 2: Acknowledgments: The research work presented in this paper was made possible by the support of the Catholic University of Cuenca.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85089637145"
"Cardenas-Herrera L.; Icaza D.; Mejia-Nova F.; Ayaqui R.; Mejia-Cardenas C.","Cardenas-Herrera, Luz (57215425705); Icaza, Daniel (57193059185); Mejia-Nova, Fernando (57219706127); Ayaqui, Rolando (35098369300); Mejia-Cardenas, Carlos (57219696016)","57215425705; 57193059185; 57219706127; 35098369300; 57219696016","Snake Hunting System Supplied with Solar Energy in the Ecuadorial Forest for Strictly Curative Purposes, Promoting Ancestral Knowledge, Natural Medicine and Indigenous Cultural Products from Rural Areas. Case Study: Peru","2020","8th International Conference on Smart Grid, icSmartGrid 2020","","","9144781","176","182","6","2","10.1109/icSmartGrid49881.2020.9144781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094815673&doi=10.1109%2ficSmartGrid49881.2020.9144781&partnerID=40&md5=565d1ca8626b4faf9a252c281ff90046","In this research, an energy supply system is taking advantage of solar energy in the Amazon on the side where there is a high potential in solar radiation, so design will allow controlling a gate system when snakes cheating mechanism. This is a more precise way to hunt and is risky for people who live from these domestic tasks in the and who generate benefits in rural areas to carry out medicines promoting ancestral medicine. They also take of the leathers of these snakes to create cultural products of commercial value. This manuscript also presents the modeling simulations in Matlab with data entered according to the solar radiation in the Amazon of Peru established by agencies. The exposed system does not seek a massive of species, it is only limited to take advantage of the resources are usually carried out by the uncontacted peoples of Peru reduce the risks of bites and poisonings in places where difficult to access professional medicine. These reasons make need for these automatic systems that are supplied by solar energy crucial. © 2020 IEEE.","green energy; Renewable energy; simulations; snakes; solar panel","Electric power transmission networks; MATLAB; Rural areas; Smart power grids; Solar radiation; Automatic systems; Energy supply system; Gate systems; High potential; Model simulation; Solar energy","","","Conference paper","Final","","Scopus","2-s2.0-85094815673"
"Vintimilla-Tapia P.E.; Bravo-Torres J.F.; Serrano-Paredes K.D.L.; Mesa-Cano I.C.","Vintimilla-Tapia, Paul E. (57196088892); Bravo-Torres, Jack F. (55134466800); Serrano-Paredes, Karina De Lourdes (57210582661); Mesa-Cano, Isabel C. (57210587848)","57196088892; 55134466800; 57210582661; 57210587848","Extraction and recommendation of experts on topics of interest in social networks as an educational tool","2018","Proceedings - 13th Latin American Conference on Learning Technologies, LACLO 2018","","","8783491","270","276","6","0","10.1109/LACLO.2018.00056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070945006&doi=10.1109%2fLACLO.2018.00056&partnerID=40&md5=647039809b62d1015981fa991c4e078f","Nowadays, Information and Communication Technologies (ICTs), along with Web 2.0 technologies, are enabling the globalization of Internet, providing a mean of access for the creation, dissemination and discussion of content. In this way, anyone can consult information of interest, assimilate it and turn it into useful knowledge. However, in recent years this new technological trend has driven users to generate a large amount of personal content, leaving aside any quality index, which translates into a new social problem known as information overload, infoxication or infobesity. The contact with information that is constantly increasing and of which validity has not been proven can cause difficulties, from the assimilation of knowledge to psychological disorders (anguish). The educational field is no stranger to this situation, as students use technology to support their academic processes. This research proposes the development of an experts recommendation tool (individuals who significantly manage a topic of interest) based on Twitter and Mendeley with a semi-supervised approach. In a Web application, keywords related to a topic of interest are entered and extracted from potential Mendeley experts, and then their accounts are located on Twitter. With this information, a user validates whether the Twitter profiles correspond to experts and authorizes the publication of a recommendation to students. With the semi-supervised approach, the accuracy of the recommendations is 100%, so the results obtained are promising. © 2018 IEEE.","Expert recommendation; Information overload; Mendeley; Social networking; Twitter","Data mining; Engineering education; Students; Expert recommendations; Information and Communication Technologies; Information overloads; Mendeley; Psychological disorders; Technological trends; Twitter; Web 2.0 Technologies; Social networking (online)","","","Conference paper","Final","","Scopus","2-s2.0-85070945006"
"Muñoz J.B.S.; Domínguez M.E.V.; Crespo X.A.M.; Neira M.L.N.","Muñoz, Juan Bautista Solis (57216546784); Domínguez, Marco Eugenio Vicuña (57222223696); Crespo, Xavier Augusto Mantilla (57216546645); Neira, Mercedes Lucía Neira (57222226583)","57216546784; 57222223696; 57216546645; 57222226583","Democratic culture system from informed participation in Cañar-Ecuador; [Sistema de cultura democrática desde la participación informada en el Cañar-Ecuador]","2021","RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao","2021","E39","","170","179","9","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101920211&partnerID=40&md5=5bb13edeb87b4492b94a4270694c979f","A study of the democratic culture is presented from the variable participation in the electoral context of the province of Cañar, Ecuador, considering 2009 as the base year. The purpose is to know the behavior about voter participation in the electoral processes of the last decade, from the systematic and methodical description of a collection of historical data. Theoretical approaches to democratic culture and studies applied to the research phenomenon were systematized. The scientific method is the foundation of the investigation. It is concluded that there is a sustained improvement in the participation rate of voters in cantons such as Biblián and Déleg, which belong to Cañar province, considering that in the electoral process of 2009 there was a 45.4% participation percentage and 33.9%, respectively. While, in 2019, participation increased to 53.65%, in Biblián; and, 43.24%, in Déleg. © 2021, Associacao Iberica de Sistemas e Tecnologias de Informacao. All rights reserved.","Absenteeism; Democratic culture; Ecuador; Electoral process; Participation","","","","Article","Final","","Scopus","2-s2.0-85101920211"
"Daniel I.; Cabrera J.B.; Arias P.","Daniel, Icaza (57193059185); Cabrera, J.B. (57201060533); Arias, P. (57205935614)","57193059185; 57201060533; 57205935614","System of Communication, Modeling and Simulation of the Radar System at the Mariscal Lamar Airport in the City of Cuenca-Ecuador","2018","2018 IEEE ANDESCON, ANDESCON 2018 - Conference Proceedings","","","8564675","","","","0","10.1109/ANDESCON.2018.8564675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060400340&doi=10.1109%2fANDESCON.2018.8564675&partnerID=40&md5=f9cbac33e17b5f56ff3ce4a04ea4a395","In this article we present the modeling and simulation in MATLAB of the radar system under different conditions and characteristic parameters in the Airport Corporation of Cuenca, the company in charge of administering the Mariscal la Mar Airport dedicated to providing airport services. The radar system is responsible for monitoring the transit of aircraft in the airspace, a system that provides security, order and provide pilots with instructions and necessary information within the airspace of their jurisdiction, with the aim of preventing collisions, mainly between aircraft and obstacles in the maneuvering area. © 2018 IEEE.","aviation; Citizen Security; Modeling; Radar; Simulation; Telecommunications","Aircraft; Airports; Aviation; MATLAB; Models; Radar; Radar; Telecommunication; Airport services; Citizen Security; Ecuador; Model and simulation; Simulation; Aircraft accidents","","","Conference paper","Final","","Scopus","2-s2.0-85060400340"
